Season,Name of Episode,ID of the Episode,Date Aired,Average Rating,Number of Ratings,Description
Season 10,The Green Death: Episode Five,S10E25,16 Jun. 1973,8.1,359,The Doctor manages to escape from BOSS with help from Yates and discovers Cliff has been infected by a giant maggot.
Season 10,The Green Death: Episode Six,S10E26,23 Jun. 1973,8.3,369,"The Doctor attempts to destroy the giant maggots and cure Cliff but the real threat is BOSS, who is poised to take over all the world's computers."
Season 11,The Time Warrior: Part One,S11E01,15 Dec. 1973,8.1,433,"The Brigadier asks the Doctor to investigate the disappearance of several scientists, only for him to find they have been abducted back in time."
Season 11,The Time Warrior: Part Two,S11E02,22 Dec. 1973,8.1,361,"The Doctor tracks the missing scientists to Irongron's castle, where Linx is using them to repair his spaceship and construct advanced weapons for Irongron."
Season 11,The Time Warrior: Part Three,S11E03,29 Dec. 1973,8.0,358,The Doctor escapes the castle with Sarah and Hal and must persuade Sir Edward to trust him before Irongron launches an attack on them.
Season 11,The Time Warrior: Part Four,S11E04,5 Jan. 1974,8.1,366,"The Doctor attempts to return the scientists to their own time, before Linx tries to use his spaceship and destroys the entire castle."
Season 11,Invasion of the Dinosaurs: Part One,S11E05,12 Jan. 1974,7.6,306,"The Doctor and Sarah return to London in the present day only to find the city strangely deserted, while nearby UNIT are dealing with a series of monster appearances."
Season 11,Invasion of the Dinosaurs: Part Two,S11E06,19 Jan. 1974,7.3,291,"The Doctor and Sarah returns to present-day Earth, where they find London has been evacuated, and Dinosaurs are on the loose and they are mistaken for looters. Assisting U.N.I.T in the emergency, The Doctor and Sarah discovers corrupt politician Sir Charles Grover MP, renegade scientists Butler and Professor Whitaker and military officer General Finch are using a time machine to bring the dinosaurs from the past to the present as part of they scheme to bring the human race back to a ""Golden Age"" before the world was polluted."
Season 11,Invasion of the Dinosaurs: Part Three,S11E07,26 Jan. 1974,7.4,282,"Yates sabotages the Doctor's equipment to stop him finding the location of Whitaker's base but then the tyrannosaur escapes, placing Sarah in danger."
Season 11,Invasion of the Dinosaurs: Part Four,S11E08,2 Feb. 1974,7.3,283,Sarah attempts to find a way off the spaceship while the Doctor tries to track down the source of the time displacements.
Season 11,Invasion of the Dinosaurs: Part Five,S11E09,9 Feb. 1974,7.3,281,"The Doctor has been framed as the monster maker by Finch and is on the run from the army, while Sarah attempts to alert UNIT to what Grover is up to."
Season 11,Invasion of the Dinosaurs: Part Six,S11E10,16 Feb. 1974,7.5,285,The Doctor is rescued from Finch by the Brigadier and Benton and tries to persuade them to stop Grover before millions of people are erased from history.
Season 11,Death to the Daleks: Part One,S11E11,23 Feb. 1974,7.4,335,"As the TARDIS heads to the paradise planet Florana where the Doctor and Sarah go for a holiday, the TARDIS goes off-course and arrives on the barren planet Exxilon, where the TARDIS is loosing power. The Doctor and Sarah finds a group of humans and Daleks are searching for Parrinium, a mineral which is the only antidote to a space plague. Both parties encounter the native people and trouble ensues. In an attempt to find what caused the power-loss, the Doctor, chased by the Daleks, enter the Exxilon's lost city to be able to stop the power draining phenomenon."
Season 11,Death to the Daleks: Part Two,S11E12,2 Mar. 1974,7.4,294,"The Doctor and the MSC crew join forces with the Daleks to mine the parrinium, only to come under attack from the Exxilons."
Season 11,Death to the Daleks: Part Three,S11E13,9 Mar. 1974,7.4,291,"The Doctor and Sarah meet up with Bellal, who helps them escape from the Daleks and explains the origin of the City."
Season 11,Death to the Daleks: Part Four,S11E14,16 Mar. 1974,7.4,297,The Doctor and Bellal continue to penetrate the City's defences while Sarah and Jill try to stop the Daleks leaving with the parrinium.
Season 11,The Monster of Peladon: Part One,S11E15,23 Mar. 1974,6.6,292,"Returning to the medieval planet Peladon (50 years after ""The Curse of Peladon"") The Doctor and Sarah find King Peladon's daughter Queen Thalira has inherited the throne and the galactic Federation is at war with Galaxy Five and The Federation requires the mineral Trisilicate that will end the war. However, the miners led by the mad rebel Ettis are rebelling and refusing to work, as the ghost of the loyal beast Aggedor is frightening and killing off the miners. It is soon discovered that the ghost of Aggedor is a holographic projection and the culprits are a ..."
Season 11,The Monster of Peladon: Part Two,S11E16,30 Mar. 1974,6.6,262,"The Doctor is rescued by Gebek, prompting him to try and help the miners, but his advice results in Ettis launching another attack on the armoury."
Season 11,The Monster of Peladon: Part Three,S11E17,6 Apr. 1974,6.5,260,"The Doctor and Sarah pacify Aggedor and the Doctor encourages the Queen to make peace with the miners, but Ortron soon has him under arrest again."
Season 11,The Monster of Peladon: Part Four,S11E18,13 Apr. 1974,6.7,257,The Ice Warriors take control of the planet and force the miners to return to work but Ettis takes the opportunity to try and destroy the citadel.
Season 11,The Monster of Peladon: Part Five,S11E19,20 Apr. 1974,6.7,259,Sarah and Alpha Centauri decide to try and alert the Federation to what the Ice Warriors are up to but first they have to escape from the throne room.
Season 11,The Monster of Peladon: Part Six,S11E20,27 Apr. 1974,6.7,264,The Doctor turns the Aggedor spirit against the Ice Warriors to aid the Peladonians in their battle but Eckersley attacks him with the security system.
Season 11,Planet of the Spiders: Part One,S11E21,4 May 1974,7.7,348,"While the Doctor carries out an investigation into ESP, Mike Yates asks Sarah to look into some strange goings on at a meditation centre he's attending."
Season 11,Planet of the Spiders: Part Two,S11E22,11 May 1974,7.5,313,"Lupton forms an alliance with the spider to steal the Doctor's blue crystal, while Sarah and Mike attempt to alert people to what they've seen."
Season 11,Planet of the Spiders: Part Three,S11E23,18 May 1974,7.5,303,The Doctor and Sarah head to the meditation centre to try and get the crystal back while Lupton prepares to return it to Metebelis Three.But all their plans are disrupted when it is stolen by Tommy.
Season 11,Planet of the Spiders: Part Four,S11E24,25 May 1974,7.5,301,Sarah is captured by the spiders' guards while the Doctor tries to help Arak and the others strike back against the spiders.
Season 11,Planet of the Spiders: Part Five,S11E25,1 Jun. 1974,7.6,302,"The Doctor escapes from the spiders' larder only to encounter the Great One, while Sarah makes a deal with the Queen Spider."
Season 11,Planet of the Spiders: Part Six,S11E26,8 Jun. 1974,8.3,326,K'Anpo persuades the Doctor he must face his fear and return the crystal to the Great One.But first they need to get past Barnes and his men.
Season 12,Robot: Part One,S12E01,28 Dec. 1974,7.7,531,"Can the Doctor, now in his fourth incarnation, recover from his post-regenerative trauma to save the Earth from Think Tank and their plot for world domination?"
Season 12,Robot: Part Two,S12E02,4 Jan. 1975,7.4,449,The Doctor and Sarah become convinced Think Tank are behind the electronic component thefts but are unable to stop them carrying out another raid.
Season 12,Robot: Part Three,S12E03,11 Jan. 1975,7.3,445,Sarah and Kettlewell infiltrate an SRS meeting to try and find out what Miss Winters is up to but there is a surprise in store.
Season 12,Robot: Part Four,S12E04,18 Jan. 1975,7.3,454,UNIT attempt to get into the bunker to stop Miss Winters setting off the world's nuclear missiles but first they have to get past the K1.
Season 12,The Ark in Space: Part One,S12E05,25 Jan. 1975,8.3,614,"The Doctor's attempt to give Harry a trip in the TARDIS sees the two of them and Sarah arriving onboard a space station in the far future, with some rather deadly security mechanisms."
Season 12,The Ark in Space: Part Two,S12E06,1 Feb. 1975,8.2,517,"The Doctor and Harry revive the Ark's medtech, Vira, to help Sarah.But when station commander Noah is revived, he becomes suspicious of the newcomers."
Season 12,The Ark in Space: Part Three,S12E07,8 Feb. 1975,8.2,509,"Knowing that Noah has been infected by the Wirrn, the Doctor persuades Vira to halt the reviving of her people, knowing it will place them in danger as well."
Season 12,The Ark in Space: Part Four,S12E08,15 Feb. 1975,8.2,519,"The Doctor tries to protect the humans still in cryogenic suspension from the Wirrn, who are determined to use Earth as their new breeding ground."
Season 12,The Sontaran Experiment: Part One,S12E09,22 Feb. 1975,7.3,505,"The Doctor, Sarah and Harry teleports to Earth to ensure the planet is safe for the survivors on-board Nerva Beacon to return to Earth and re-inhabit their world. Only to find a Sontaran named Styre has captured a group of humans and conducting experiments on them to discover the human body's weaknesses, as part of the Sontaran's goal for domination of the galaxy."
Season 12,The Sontaran Experiment: Part Two,S12E10,1 Mar. 1975,7.3,462,The Doctor learns that Styre has been experimenting on the Galsec crewmembers to pave the way for a Sontaran invasion of Earth and decides the only way to halt his plans is to challenge him to a duel.
Season 12,Genesis of the Daleks: Part One,S12E11,8 Mar. 1975,9.2,788,The Doctor and his companions are sent to the planet Skaro by the Time Lords to prevent the creation of the Daleks.
Season 12,Genesis of the Daleks: Part Two,S12E12,15 Mar. 1975,9.1,589,"The Doctor and Harry are taken to the Kaled bunker where Davros is preparing to demonstrate the Daleks, while Sarah is captured by the Thals and taken to their city as a slave worker."
Season 12,Genesis of the Daleks: Part Three,S12E13,22 Mar. 1975,9.0,575,The Doctor and Harry head to the Kaled city to alert the authorities to Davros' plans while Sarah and Sevrin are forced to work on the completion of the Thals' rocket.
Season 12,Genesis of the Daleks: Part Four,S12E14,29 Mar. 1975,9.1,577,The Doctor fails to prevent the Thals from destroying the Kaled city but they don't have long to enjoy their victory before the Daleks attack.
Season 12,Genesis of the Daleks: Part Five,S12E15,5 Apr. 1975,9.1,589,The Doctor is forced to give Davros full details of future Dalek victories but opposition to Davros' plans is growing among the Kaleds and soon there is open rebellion.
Season 12,Genesis of the Daleks: Part Six,S12E16,12 Apr. 1975,9.3,663,"Gharman tries to convince the Kaleds to vote against the Dalek project but Davros has a trick up his sleeve, while the Doctor works to destroy the tape recording of Dalek victory and the Thals plan an intervention of their own."
Season 12,Revenge of the Cybermen: Part One,S12E17,19 Apr. 1975,7.2,406,"The Time Ring returns The Doctor, Sarah and Harry to Nerva Beacon thousands of years before they left. Where the Doctor, Sarah and Harry find the Beacon's crew have been wiped out by a space plague, only to discover the crew have been murdered by a cybermat and the culprits are the Cybermen and geologist Professor Kellman who bid to wipe out ""Voga"" a planet of gold, home of the subterranean Vogans who defeated the Cybermen in a war."
Season 12,Revenge of the Cybermen: Part Two,S12E18,26 Apr. 1975,7.0,361,The Doctor transmits Sarah and Harry down to Voga to cure Sarah of the Cybermat's poison but Kellman's sabotage means he is unable to bring them back.
Season 12,Revenge of the Cybermen: Part Three,S12E19,3 May 1975,7.0,358,"The Cybermen force the Doctor, Stevenson and Lester to carry bombs to the centre of Voga while Sarah, Harry and Tyrum decide to contact Vorus."
